Id,Label,track_name,artist,In-Degree,Out-Degree,Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,PageRank
0e447c89-077b-49c7-a493-e5477348763a,,,,2,0,2,9.0,5.358050847457627,0.0,0.0011780141332751618
92b48e65-78e5-4d18-b730-e960b99b43d3,,,,1,0,1,10.0,5.851694915254237,0.0,8.840986035760189E-4
4eb3872b-e180-4be1-8911-6f7cd8007ab1,,,,1,0,1,10.0,5.851694915254237,0.0,8.840986035760189E-4
2c84159f-a96d-4aac-8c3d-60b77139828e,,,,1,0,1,10.0,5.851694915254237,0.0,8.840986035760189E-4
2e5ba5f2-c5cc-4832-b073-654f571f658f,,,,1,0,1,10.0,5.851694915254237,0.0,8.840986035760189E-4
d035f78c-17e7-439c-9b47-df9a0d880647,,,,1,0,1,10.0,5.851694915254237,0.0,8.840986035760189E-4
3877733d-04b2-48db-ba72-fd7b0d6806ed,,,,1,0,1,9.0,5.110169491525424,0.0,7.725574077237071E-4
fc5968a2-9980-4ec8-b4dd-cb0a81c4d480,,,,1,0,1,9.0,5.110169491525424,0.0,7.725574077237071E-4
b9548807-0676-46cb-a147-c2b435f39b1b,,,,1,0,1,9.0,5.110169491525424,0.0,7.725574077237071E-4
9ef1ce5d-e2db-42d3-bc5b-603b60b024e2,,,,1,0,1,9.0,5.110169491525424,0.0,7.725574077237071E-4
be41e1f0-3939-4615-acb0-e5edd04cdb6a,,,,1,0,1,9.0,5.110169491525424,0.0,7.725574077237071E-4
03a3fe4b-7983-4d15-bdc7-e0e1760ca5f3,,,,1,0,1,10.0,6.010593220338983,0.0,8.806534785538016E-4
7ad4e0db-96cd-41cf-9d19-ded41cd5cc77,,,,1,0,1,10.0,6.010593220338983,0.0,8.806534785538016E-4
8cfbc3f7-99e5-4c16-b360-149f46736944,,,,1,0,1,10.0,6.010593220338983,0.0,8.806534785538016E-4
03a61094-ed0a-48df-88c5-f5bbc0cdff93,,,,1,0,1,10.0,5.563559322033898,0.0,7.522884130368637E-4
3dec0caf-2a0e-47fe-b845-37ebc6773f0a,,,,1,0,1,10.0,5.563559322033898,0.0,7.522884130368637E-4
3a1cd0fb-7fc3-4095-9e78-e4ed58b11eae,,,,1,0,1,10.0,5.563559322033898,0.0,7.522884130368637E-4
54372710-58e2-4924-991f-c7c6c14061d9,,,,1,0,1,9.0,5.260593220338983,0.0,7.321723010569609E-4
691042e6-71ae-4fdd-aba9-f1b40b6230e3,,,,1,0,1,9.0,5.260593220338983,0.0,7.321723010569609E-4
2b4576d5-5719-4bfe-aa8f-18174eb0b5d5,,,,1,0,1,9.0,5.260593220338983,0.0,7.321723010569609E-4
1463754c-844e-478e-aec4-41de2719e98f,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
2c2a77de-053f-4054-989a-eba8d5090104,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
367403ec-8ef5-48cc-8bf2-c04e01e90340,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
92458319-5c62-4e9e-b803-1cbca865117f,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
0b364cff-7428-4ac1-882b-b61b60ba2794,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
e4a55be3-8a90-45f4-b222-8f6d2fadc3dd,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
6d6a6a10-7206-41ed-9a84-74bb53ebce49,,,,1,0,1,10.0,5.90042372881356,0.0,9.914012661560202E-4
073856b6-c9f7-4cea-a6eb-e65649d8c95e,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
063e87a6-14cc-429d-859c-7ae873896ce2,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
ea41aa0b-d604-437c-b31d-a442981a9e3f,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
166b84d6-a912-4534-8de9-248364331c1c,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
682b7f3d-7f17-4d6d-bc9c-fab343e48cc1,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
59578323-598d-4ae0-af1d-9a73eae7ddfd,,,,1,0,1,9.0,5.688559322033898,0.0,9.221746372885832E-4
520b07d4-eda4-48e3-a5a5-7e2c28cb92a4,,,,1,0,1,9.0,5.389830508474576,0.0,8.906372565021893E-4
37ab95cc-a8e0-464e-b57e-26be822ab356,,,,1,0,1,9.0,5.389830508474576,0.0,8.906372565021893E-4
c4ca96b5-cae3-4c1a-b90b-d93bc24a6351,,,,1,0,1,9.0,5.389830508474576,0.0,8.906372565021893E-4
efed0d66-4e63-4185-bccf-5979c464c0f6,,,,1,0,1,9.0,5.389830508474576,0.0,8.906372565021893E-4
df3c524b-28ab-4165-8257-eb1baecfa6df,,,,1,0,1,9.0,5.389830508474576,0.0,8.906372565021893E-4
ce922548-f53a-4e4d-97c3-4c7afecbfcd6,,,,1,0,1,10.0,5.516949152542373,0.0,8.470327573920952E-4
14c76b33-3098-4f96-a8de-a85227bbda74,,,,1,0,1,10.0,5.516949152542373,0.0,8.470327573920952E-4
21a17652-d4c5-4403-bff4-2715e7c60022,,,,1,0,1,10.0,5.516949152542373,0.0,8.470327573920952E-4
047050b7-cacf-4d2a-8bd1-50dae6db9d01,,,,1,0,1,10.0,5.516949152542373,0.0,8.470327573920952E-4
043059a4-3b6c-4e55-9d7d-9331cc437095,,,,1,0,1,7.0,5.122881355932203,0.0,9.187587715266614E-4
9f5bac56-1521-4d43-8552-7579fd122f46,,,,1,0,1,7.0,5.122881355932203,0.0,9.187587715266614E-4
fa9c2240-9c9e-4d7a-a24a-cc1807ad2a10,,,,1,0,1,7.0,5.122881355932203,0.0,9.187587715266614E-4
82f3c61a-3c15-4943-8c76-ed1e230262c7,,,,1,0,1,7.0,5.122881355932203,0.0,9.187587715266614E-4
65d1cc1d-c33d-4b4c-99c7-bb9d3f0c4ab7,,,,1,0,1,7.0,5.122881355932203,0.0,9.187587715266614E-4
4e2edf87-5df7-42ae-8907-5e9072f0f817,,,,1,0,1,9.0,5.6059322033898304,0.0,7.501870190756251E-4
887e2b96-aeed-4c41-8127-4709c8a1b066,,,,1,0,1,9.0,5.6059322033898304,0.0,7.501870190756251E-4
87148f86-c85e-448d-8828-a0a6ac6b6b80,,,,1,0,1,9.0,5.6059322033898304,0.0,7.501870190756251E-4
2ce46ecf-2dec-4a9e-96dd-93963ea3b1bd,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
2676a4ec-e813-4521-9ac2-4158eb98e386,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
2230fbba-5ceb-4c1c-b2f7-82ed92c5f2d9,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
a89766bb-10b1-42c7-9b05-fab5fde34026,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
27d8e7e9-011d-4207-89b4-61628f3623cd,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
0238ea6f-08f8-4a08-b7c6-cbae96b7e73b,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
02c4e065-0702-4fd6-a2c5-61544abb4fe8,,,,1,0,1,11.0,7.406779661016949,0.0,0.0010186578993047466
a7d582b1-9749-49f7-8179-477dd6a3d6a0,,,,1,0,1,9.0,5.430084745762712,0.0,8.085012247671788E-4
154c3fa1-96b1-4fbb-9b0b-2a0ea4bd6166,,,,1,0,1,9.0,5.430084745762712,0.0,8.085012247671788E-4
2a79725a-06d2-4d45-b222-3d09ac4d7c8b,,,,1,0,1,9.0,5.2076271186440675,0.0,7.245357000101616E-4
c54734b9-984f-48d3-be19-dd91620e4553,,,,1,0,1,9.0,5.2076271186440675,0.0,7.245357000101616E-4
18c5d24e-404f-454a-b3f2-5eb6769bc3fe,,,,1,0,1,9.0,5.2076271186440675,0.0,7.245357000101616E-4
